id,pose_name,sanskrit_name,category,difficulty_level,benefits,contraindications,breathing_pattern,duration_or_reps,modifications,instructions
78,Virabhadrasana II,Virabhadrasana II,standing,beginner,"Virabhadrasana II, or Warrior II, is a standing pose that strengthens the legs, hips, and ankles, while also stretching the chest and shoulders. It also helps improve balance and focus, promoting mental clarity and confidence. Regular practice can also aid in reducing stress and anxiety.","Avoid this pose if you have any knee or hip injuries, or if you experience high blood pressure or dizziness. It's also recommended to modify or avoid this pose during pregnancy or menstruation.","Inhale: Lengthen the spine and arms, expanding the chest. Exhale: Engage the core and stretch the arms, deepening the stretch in the hips and chest.","Hold the pose for 3-5 breaths, repeating on the other side.","For a more accessible version, use a block under the hand for support, or shorten the distance between the feet. You can also practice with a wall behind you for balance support.","Step 1: Stand with your feet wide apart, with one foot facing forward and the other foot at a 90-degree angle. Step 2: Bend the front knee, keeping it over the ankle, and stretch the arms out to the sides, parallel to the ground. Step 3: Engage your core, lengthen your spine, and stretch your chest forward, gazing over the front hand. Step 4: Deepen the stretch by sinking the hips and stretching the back leg, keeping the knee straight. Step 5: Hold the pose, breathing deeply, and then repeat on the other side."
79,Anjaneyasana II,Anjaneyasana II,lunge,beginner,"Anjaneyasana II strengthens the quadriceps, hamstrings, and glutes, while also expanding the chest and shoulders. It can also improve balance and focus. Regular practice can also help to reduce stress and anxiety by promoting relaxation and calmness.",Avoid practicing Anjaneyasana II if you have any knee injuries or chronic knee pain. It's also recommended to modify or avoid the pose if you have any hip replacements or severe hip problems.,"Inhale as you step your right foot forward and lengthen your spine. Exhale as you lower your back knee towards the ground, keeping your front thigh parallel to the ground.","Hold the pose for 3-5 breaths on each side, repeating for 2-3 sets.","For a more accessible version, place your back knee on the ground or use a block under your back knee for support. You can also use a strap or towel to deepen the stretch in your chest and shoulders.","1. Begin in a high lunge position with your right foot forward and your back foot about a foot behind you. Engage your core and lengthen your spine. 2. As you inhale, reach your arms up and over your head, keeping them parallel to each other. 3. As you exhale, lower your back knee towards the ground, keeping your front thigh parallel to the ground and your spine long. 4. Keep your front knee directly over your ankle and your weight evenly distributed between both legs. 5. Switch sides and repeat on the other side."
80,Marjaryasana,Marjaryasana,standing,beginner,"Marjaryasana, also known as Cat Pose, is a beginner-friendly standing pose that provides numerous physical and mental benefits, including stretching the spine, improving flexibility in the neck, and promoting relaxation. Regular practice of this pose can also help reduce stress and anxiety. Additionally, it can help to warm up the muscles and prepare the body for more dynamic movements.","Avoid practicing Marjaryasana if you have any neck or spine injuries, or if you experience any discomfort or pain in your neck or back. Pregnant women should also approach this pose with caution and modify it to avoid any strain on the neck or back.","Inhale: Lengthen the spine and arch the back, lifting the tailbone and head towards the ceiling. Exhale: Round the back, tucking the chin towards the chest and the tailbone towards the ground.","Hold for 3-5 breaths, repeating the cycle 2-3 times.","For a gentler variation, you can practice Marjaryasana on your hands and knees instead of standing. You can also use a block or strap to support your neck and back if needed.","1. Start by standing on all fours with your hands shoulder-width apart and your knees directly under your hips. 2. Inhale and arch your back, lifting your tailbone and head towards the ceiling, keeping your arms straight. 3. Exhale and round your back, tucking your chin towards your chest and your tailbone towards the ground, allowing your head and torso to release. 4. Continue to move slowly and smoothly through the cycle, breathing deeply and maintaining awareness of your body position."
81,Chaturanga Dandasana II,Chaturanga Dandasana II,standing,beginner,"Chaturanga Dandasana II strengthens the arms, shoulders, and upper back, while also engaging the core and improving balance and overall stability. Regular practice can also improve mental focus and concentration. Additionally, this pose can help to build internal heat and energize the body.","Avoid this pose if you have any wrist, elbow, or shoulder injuries. It's also recommended to avoid Chaturanga Dandasana II if you have any underlying core or spinal issues.","Exhale as you lower your body down, keeping your elbows close to your body, and inhale as you transition into the next pose or come back to the starting position.","Hold Chaturanga Dandasana II for a brief moment, about 1-2 breaths, before transitioning into the next pose. Repeat for 3-5 repetitions, depending on your practice and level of comfort.","To modify Chaturanga Dandasana II, try keeping your knees slightly bent or using a block under your hands for additional support. You can also practice the pose with your forearms on the ground instead of your hands, or use a wall for support.","1. Start in a high plank position with your hands shoulder-width apart and your body in a straight line from head to heels. 2. Engage your core and slowly lower your body down, keeping your elbows close to your body, until your upper arms are parallel to the ground. 3. Briefly pause in this position, keeping your body straight and your core engaged, before transitioning into the next pose."
82,Bharadvajasana II,Bharadvajasana II,twist,beginner,"Bharadvajasana II is a beginner-friendly twist that helps to stretch and warm up the spine, hips, and torso. It also strengthens the muscles in the back and improves flexibility. Mentally, this pose can help reduce stress and anxiety by releasing tension in the body.","Avoid this pose if you have any severe spinal injuries, neck problems, or recent abdominal surgery. Pregnant women should also approach this pose with caution and modify it as needed.","Inhale deeply as you lengthen the spine, and exhale as you twist to the right or left, allowing the body to release any tension. Hold the pose and breathe naturally, feeling the stretch deepen with each exhale.","Hold for 3-5 breaths on each side, repeating the pose 2-3 times on each side.","For a gentler version, you can place a block or blanket under your seat for support. If you find it difficult to twist, you can also try a seated spinal twist with a shorter range of motion or use a strap to deepen the stretch.","1. Sit on the floor with your legs crossed, with your right knee on top of your left knee. 2. Lengthen your spine and inhale deeply, feeling the body expand. 3. Exhale and twist to the right, placing your right hand on the outside of your left knee. 4. Gaze over your left shoulder, keeping the spine long and the body relaxed. 5. Repeat on the other side, twisting to the left."
83,Ustrasana,Ustrasana,backbend,beginner,"Ustrasana, also known as Camel Pose, provides physical benefits such as strengthening the back muscles and improving spinal flexibility. It also helps to open the chest and shoulders, which can improve posture and reduce stress. Mentally, Ustrasana can help to increase confidence and reduce anxiety by promoting a sense of empowerment and expansion.","Ustrasana should be avoided by individuals with neck or back injuries, as well as those with high blood pressure or any condition that may be exacerbated by deep backbending. Pregnant women should also approach with caution and modify the pose as needed.","Inhale and lengthen the spine, then exhale and slowly arch the back, keeping the breath steady as you hold the pose.","Hold Ustrasana for 3-5 breaths, or 15-30 seconds, and repeat 2-3 times.","For beginners or those with flexibility limitations, a block or strap can be used to support the hands or feet. Alternatively, a gentle version of the pose can be practiced by keeping the hands on the thighs or knees instead of the heels.","1. Kneel on the mat with your knees hip-width apart and your hands on your hips. 2. Inhale and lengthen the spine, then exhale and slowly arch the back, keeping the chest open and the shoulders down. 3. As you arch, reach back with your hands and grasp your heels or ankles, keeping your arms straight. 4. Hold the pose, keeping the breath steady and the body engaged, and avoid compressing the neck or shoulders."
84,Vrksasana II,Vrksasana II,balancing,beginner,"Vrksasana II, also known as Tree Pose II, offers physical benefits such as strengthening the ankles, calves, and spine, while improving overall balance and stability. Mentally, it cultivates focus and concentration, promoting calmness and clarity of mind. Regular practice also enhances body awareness and self-confidence.","Avoid practicing Vrksasana II if you have severe ankle or knee injuries, or if you experience dizziness or lightheadedness. Pregnant women should also practice with caution and support.","Inhale as you lift your arms up, exhale as you engage your core, and maintain steady, calm breaths while balancing.","Hold Vrksasana II for 30 seconds to 1 minute on each leg, and repeat 2-3 times on each side.","For beginners or those with limited balance, practice with support by placing your back against a wall or using a block under your hand for balance. You can also practice with your eyes open, focusing on a fixed point in front of you.","1. Start by standing on one leg, with the other foot resting on the inner thigh. Engage your core and lengthen your spine. 2. Inhale and lift your arms up overhead, keeping them parallel to each other and your palms facing forward. 3. Exhale and engage your core, maintaining balance and stability. 4. Gaze forward, focusing on a fixed point, and maintain steady breaths."
85,Virabhadrasana III II,Virabhadrasana III II,standing,beginner,"Virabhadrasana III II strengthens the ankles, calves, and spine, while also improving balance and focus. It can help to build confidence and concentration. Regular practice of this pose can also improve overall posture and reduce stress.",Avoid this pose if you have recent knee injuries or severe ankle sprains. Pregnant women should also practice with caution and modify the pose as needed.,"Inhale as you lift your back leg off the ground, and exhale as you lengthen your spine and balance on one leg. Continue to breathe naturally, focusing on your breath to maintain balance.","Hold for 3-5 breaths, then repeat on the other side. Start with shorter holds and gradually increase the duration as you build balance and confidence.","Use a block or wall for support if you're struggling to balance. You can also practice with both hands on the ground for added stability, or with your back knee bent at a 90-degree angle to reduce strain on the knee.","Step 1: Start in a high lunge position with your right foot forward, then lift your left heel off the ground and balance on your right leg. Step 2: Engage your core and lengthen your spine, reaching your arms forward and parallel to the ground. Step 3: Gaze forward and focus on a fixed point in front of you to maintain balance. Step 4: As you balance, lift your left leg higher, keeping it straight and parallel to the ground. Step 5: Hold the pose, breathing naturally, then slowly lower your left leg back down and repeat on the other side."
86,Hastottanasana,Hastottanasana,standing,beginner,"Hastottanasana, or Hands Down Pose, stretches the hamstrings, calves, and spine, while also lengthening the entire back side of the body. It can help to relieve stress and anxiety by releasing tension in the neck and shoulders. Regular practice can also improve balance and posture.","Avoid Hastottanasana if you have any neck or back injuries, or if you have high blood pressure. Pregnant women should also modify the pose or avoid it altogether, especially in the later stages of pregnancy.","Inhale and lengthen the spine, exhale and fold forward, reaching for the toes or shins.","Hold the pose for 3-5 breaths, or 15-30 seconds, and repeat 2-3 times.","For beginners or those with tight hamstrings, use a block or strap to support the hands under the feet or on the shins. You can also bend the knees slightly to reduce the stretch in the back legs. For a more intense stretch, try to reach for the toes or further down towards the ground.","Step 1: Stand with your feet hip-width apart, arms by your sides, and engage your core. Step 2: Inhale and lengthen the spine, feeling the crown of the head reach towards the ceiling. Step 3: Exhale and fold forward, reaching for the toes or shins, keeping the knees slightly bent if necessary. Step 4: Keep the arms straight and the palms pressing into the ground, feeling the stretch in the back of the legs and the spine. Step 5: Hold the pose, breathing deeply, and then slowly roll up to standing on an inhale."
87,Supta Baddha Konasana II,Supta Baddha Konasana II,restorative,beginner,"Supta Baddha Konasana II stretches the chest, shoulders, and upper back, while also releasing tension in the neck and improving spinal flexibility. It can also help to calm the mind and promote relaxation. Regular practice can also help to improve posture and reduce stress.","Avoid this pose if you have any neck or shoulder injuries, or if you experience any discomfort or pain in these areas. Pregnant women should also modify the pose by using additional support under the back.","Inhale deeply, feeling the chest expand and the shoulders relax. Exhale slowly, allowing the body to sink deeper into the stretch.","Hold the pose for 3-5 minutes, breathing deeply and slowly. You can also repeat the pose for 2-3 rounds, resting for 30 seconds to 1 minute between each round.","Use a block or strap to support the back and shoulders if you experience any discomfort. You can also place a folded blanket or towel under the neck for extra support. If you find it difficult to bind your hands behind your back, use a strap to connect your hands.","1. Lie on your back with your knees bent and feet flat on the ground. Bring your feet together, with the soles of the feet touching. 2. Extend your arms overhead, then bend your elbows and bring your hands behind your back, binding them with your fingers. 3. Gently press your hands into the ground, lifting your chest and shoulders off the ground. 4. Release your head and neck, allowing your body to relax and sink deeper into the stretch. 5. Breathe deeply, feeling the stretch in your chest and shoulders."
88,Adho Mukha Svanasana II,Adho Mukha Svanasana II,standing,beginner,"Adho Mukha Svanasana II, also known as Downward-Facing Dog II, provides an excellent stretch for the hamstrings, calves, and spine, while also strengthening the arms and shoulders. This pose also calms the mind and can help alleviate stress and anxiety. Additionally, it can improve circulation and balance.","Avoid this pose if you have any wrist injuries or carpal tunnel syndrome, as it can put pressure on your wrists. Also, if you have any neck or shoulder injuries, it's best to modify the pose or avoid it altogether.","Inhale as you lift your hips up and back, lengthening your spine. Exhale as you ground your heels and hands, engaging your core and stretching your entire body.","Hold the pose for 5-10 breaths, or 30-60 seconds, and repeat 2-3 times.","For a modification, you can bend your knees slightly to reduce the stretch in your calves and hamstrings. You can also use a block or a strap to support your hands or heels. For a deeper stretch, you can lift your heels off the ground and balance on your toes.","1. Start on all fours (tabletop position) with your hands shoulder-width apart and your knees directly under your hips. 2. Walk your hands forward a few inches and lift your hips up and back, straightening your arms and legs as much as possible. 3. Keep your palms and heels grounded, engage your core, and stretch your entire body, feeling the length in your spine and the opening in your chest. 4. Hold the pose, breathing deeply and feeling the stretch in your hamstrings, calves, and spine."
89,Baddha Konasana,Baddha Konasana,seated,beginner,"Baddha Konasana, or Bound Angle Pose, offers numerous physical and mental benefits, including stretching and opening the hips and thighs, relieving menstrual cramps, and calming the mind. Regular practice of this pose can also improve posture, increase flexibility, and promote relaxation. Additionally, it can help to release tension in the lower back and improve overall circulation.","Avoid practicing Baddha Konasana if you have severe knee or hip injuries, or if you experience any sharp pain or discomfort in your joints while attempting the pose. Pregnant women should also approach this pose with caution and modify it to avoid putting pressure on the abdomen.","Inhale deeply, feeling the chest expand and the spine lengthen. Exhale slowly, folding forward and releasing any tension in the hips and thighs.","Hold the pose for 3-5 breaths, or up to 30 seconds if you feel comfortable. Repeat 2-3 times, taking breaks to release and rest if needed.","To modify Baddha Konasana, you can use a block or strap to support your knees or hips if they feel strained. You can also place a folded blanket under your hips for extra support. For a more gentle stretch, you can practice Supta Baddha Konasana, where you lie on your back and bring your knees into the bound angle position.","1. Begin by sitting on the floor with your legs straight out in front of you. Take a deep breath in, feeling your spine lengthen and your chest expand. 2. As you exhale, slowly bring the soles of your feet together, allowing your knees to fall apart and your hips to open. 3. Take hold of your ankles or shins with your hands, gently pulling your heels towards your pelvis. 4. As you inhale, lengthen your spine and feel the stretch in your hips and thighs. As you exhale, fold forward, releasing any tension and deepening the stretch."
90,Bhujangasana II,Bhujangasana II,backbend,beginner,"Bhujangasana II strengthens the muscles of the back, shoulders, and arms, while also opening the chest and improving flexibility in the upper body. This pose can also help to relieve stress and anxiety by releasing tension in the neck and shoulders. Additionally, it can improve posture and reduce the risk of back pain.","Avoid Bhujangasana II if you have any neck or spine injuries, or if you experience any discomfort or pain in the neck or shoulders while practicing the pose. Pregnant women and people with high blood pressure should also avoid this pose or modify it under the guidance of a qualified yoga instructor.",Inhale as you press your palms into the ground and lift your chest and head off the mat. Exhale as you lower back down to the starting position.,"Hold the pose for 3-5 breaths, repeating for 2-3 rounds.","To make the pose more accessible, place your forearms on the ground instead of your palms, or use a block or strap to support your chest and head. For a deeper stretch, lift your legs off the ground and balance on your palms and toes.","Step 1: Lie on your stomach with your hands under your shoulders and your fingers spread wide. Step 2: Inhale and press your palms into the ground, lifting your chest and head off the mat. Step 3: Keep your shoulders down and away from your ears, and engage your back muscles to support your chest and head. Step 4: Gaze forward and slightly upward, keeping your neck long and relaxed. Step 5: Exhale and slowly lower back down to the starting position."
91,Supta Matsyendrasana III,Supta Matsyendrasana III,twist,beginner,"Supta Matsyendrasana III provides a gentle twist to the spine, hips, and torso, which can help improve flexibility and range of motion, while also relieving stress and promoting relaxation. This pose can also help to stretch and open the chest, shoulders, and upper back. Regular practice can lead to improved posture and reduced muscle tension.","Avoid this pose if you have any neck or spine injuries, or if you experience any discomfort or pain in the neck, shoulders, or upper back. Pregnant women should also modify or avoid this pose, especially in the later stages of pregnancy.","Inhale as you lengthen the spine and prepare to twist, exhale as you twist to one side, and inhale as you return to the center. Repeat on the other side.","Hold the pose for 3-5 breaths on each side, and repeat 2-3 times on each side.","For a more gentle twist, bend the knees and bring the feet together. You can also use a block or strap to support the knee or ankle if you experience any discomfort. If you have any neck issues, keep the head in a neutral position or use a block under the head for support.","1. Lie on your back with your knees bent and feet flat on the mat, hip-width apart. 2. Let your knees fall to one side, keeping your spine long and your shoulders relaxed. 3. Bring your hand to the outside of the knee and gently press it down towards the floor, deepening the twist. 4. Keep your chest open and your shoulders relaxed, and gaze straight up or towards the ceiling."
92,Anjaneyasana III,Anjaneyasana III,lunge,beginner,"Anjaneyasana III stretches the hip flexors, quadriceps, and chest, improving flexibility and balance. It also strengthens the ankles and knees. Mentally, this pose cultivates focus and concentration by requiring balance and control.",Avoid this pose if you have knee injuries or severe hip problems. People with high blood pressure should also approach with caution.,Inhale deeply as you step forward with your right foot and lower your torso. Exhale slowly as you bend your back knee and stretch your arms up.,"Hold the pose for 3-5 breaths on each side, repeating 2-3 times.","For beginners, use a block or a strap to support the back knee or to deepen the stretch. You can also keep your back knee slightly bent to reduce pressure.","1. Start in a high lunge position with your right foot forward and your left foot back. 2. Slowly lower your left knee to the ground, keeping your right thigh parallel to the ground. 3. Stretch your arms up towards the ceiling, looking forward and keeping your spine long. 4. Engage your core and balance on your right leg, feeling the stretch in your left hip and chest."
93,Baddha Padottanasana,Baddha Padottanasana,standing,beginner,"Baddha Padottanasana, or Bound Angle Pose, provides physical benefits such as stretching and opening the hips, groin, and legs, while also relieving tension in the lower back. Mentally, it promotes relaxation and calmness, helping to reduce stress and anxiety. Additionally, it can improve flexibility and balance.","Avoid practicing Baddha Padottanasana if you have any knee injuries or chronic knee pain, as it may exacerbate the condition. Pregnant women should also approach with caution and modify the pose if necessary.","Inhale and lengthen the spine, feeling the expansion in the chest and lungs. Exhale and fold forward, reaching for the ground or blocks, and feel the release of tension in the hips and legs.","Hold the pose for 3-5 breaths, feeling the stretch deepen with each exhalation. Repeat 2-3 times, resting in between if needed.","For a more accessible variation, use blocks or a strap under the hands to reduce the depth of the forward bend. Alternatively, practice the pose with the back against a wall for support and balance.","1. Stand with your feet wide apart, toes facing outward, and your hands on your hips. Engage your core and lengthen your spine. 2. Inhale and lengthen the spine, feeling the expansion in the chest and lungs. 3. Exhale and fold forward, reaching for the ground or blocks, and interlace your fingers behind your back, binding the arms. 4. Keep your knees slightly bent if necessary, and feel the stretch in your hips, groin, and legs."
94,Bharadvajasana III,Bharadvajasana III,twist,beginner,"Bharadvajasana III offers numerous physical and mental benefits, including stretching the spine, hips, and torso, while also improving digestion, reducing stress, and calming the mind. Regular practice can also increase flexibility, balance, and overall well-being. Additionally, this pose can help to quiet the nervous system, promoting relaxation and reducing anxiety.","Avoid practicing Bharadvajasana III if you have any severe spinal injuries, recent surgeries, or chronic conditions such as herniated discs, sciatica, or osteoporosis. Also, be cautious if you have any neck or shoulder injuries.","Inhale deeply as you lengthen your spine and prepare for the twist. Exhale slowly as you twist to the right, allowing your hips and torso to release. Inhale again as you lengthen and exhale slowly as you twist to the left.","Hold the pose for 3-5 breaths on each side, or for 30 seconds to 1 minute on each side.","For beginners or those with limited flexibility, you can use a block or strap to support your hand or foot. You can also practice the pose with a gentler twist or reduce the depth of the twist. Additionally, you can modify the pose by keeping your legs straight instead of bending them.","1. Begin by sitting on the floor with your legs crossed in front of you, with your right foot on top of your left. 2. Lengthen your spine and take a deep breath in, then exhale slowly as you twist your torso to the right, keeping your hips facing forward. 3. Place your right hand on the outside of your left knee and gently deepen the twist, keeping your shoulders relaxed and your chest open. 4. Hold the pose for 3-5 breaths, then release and repeat on the left side."
95,Urdhva Dhanurasana II,Urdhva Dhanurasana II,backbend,intermediate,"Urdhva Dhanurasana II strengthens the back muscles, opens the chest and shoulders, and can help improve flexibility in the spine and hips. This pose can also help build confidence and reduce stress and anxiety by releasing tension and promoting a sense of expansion and freedom. Regular practice can also improve balance and overall physical alignment.","Avoid Urdhva Dhanurasana II if you have a neck or back injury, or if you experience any discomfort or pain in your spine or shoulders. Pregnant women should also avoid this pose or modify it under the guidance of a qualified instructor.","Inhale as you lift your hips and chest, feeling the expansion in your spine and shoulders. Exhale as you settle into the pose, engaging your core and maintaining control.","Hold Urdhva Dhanurasana II for 3-5 breaths, or as long as feels comfortable and safe. You can also repeat the pose 2-3 times, resting in a neutral position between repetitions.","Use blocks or a strap under your hands or feet if you're unable to reach the ground or maintain proper alignment. You can also modify the pose by keeping your knees slightly bent or using a wall for support. For a deeper stretch, try lifting your heels or toes off the ground.","1. Lie on your back and bend your knees, bringing your feet close to your hips. 2. Place your hands under your shoulders, fingers spread wide, and lift your hips and chest off the ground, straightening your arms and legs as much as possible. 3. Press your palms and heels into the ground, engaging your core and maintaining control as you lift and expand your chest and shoulders. 4. Keep your neck long and your chin slightly tucked, avoiding any strain or discomfort in your neck or shoulders."
96,Tittibhasana,Tittibhasana,balancing,intermediate,"Tittibhasana strengthens the arms, shoulders, and core, while improving balance and focus. It also stretches the chest and shoulders, promoting flexibility and reducing tension. Regular practice can also calm the mind and promote mental clarity.","Avoid Tittibhasana if you have wrist or shoulder injuries, or if you experience dizziness or vertigo. Pregnant women and those with severe balance issues should also modify or avoid this pose.","Inhale as you lift your legs and balance, exhale as you engage your core and maintain the pose. Continue to breathe naturally, avoiding holding your breath.","Hold Tittibhasana for 3-5 breaths, or as long as you feel balanced and comfortable. Repeat on the other side if desired.","Use a block or support under your hands for added stability. Alternatively, practice the pose with your knees slightly bent or with one leg lifted instead of both.","1. Begin in a tabletop position on your hands and knees. Engage your core and lift your right leg off the ground, keeping it straight. 2. As you balance on your left leg, slowly lift your left leg off the ground, keeping it straight and parallel to the right leg. 3. Balance on your hands, with your legs lifted and parallel to each other, engaging your core and maintaining a straight line from head to heels."
97,Astavakrasana III,Astavakrasana III,twist,advanced,"Astavakrasana III strengthens the core, arms, and legs, while also stretching the chest, shoulders, and spine. This pose can improve balance, focus, and overall flexibility. It also helps to detoxify the body by stimulating the digestive system.","Avoid this pose if you have any injuries or conditions affecting the wrists, shoulders, hips, or spine, such as carpal tunnel syndrome, rotator cuff injuries, or herniated disks.","Inhale deeply to prepare for the pose, exhale to twist and fold, inhale to lift and balance, and exhale to release and come out of the pose.","Hold the pose for 3-5 breaths, or 15-30 seconds, and repeat 2-3 times on each side.","For a easier variation, try using blocks or straps to support the arms and legs, or practice Astavakrasana I or II before progressing to Astavakrasana III. You can also practice this pose against a wall for added support and balance.","Step 1: Start in a high lunge position with your right foot forward and your left foot back, with your hands on the ground beside your front foot. Step 2: Twist your torso to the right and place your right hand on the outside of your right knee, then lift your left leg off the ground and place it on the outside of your right leg. Step 3: Extend your left arm up and over your head, keeping your spine long and your core engaged, and balance on your right arm and leg. Step 4: Gaze forward and down, engaging your core and maintaining balance. Step 5: To release, exhale and slowly lower your left leg back down to the ground, then repeat on the other side."
98,Viparita Dandasana,Viparita Dandasana,inversion,advanced,"Viparita Dandasana stretches and strengthens the entire back side of the body, from the shoulders to the heels, while also opening the chest and improving flexibility in the shoulders and upper back. It can help to relieve stress and anxiety by reversing the flow of blood to the brain and calming the nervous system. Additionally, it can help to improve balance, focus, and overall physical awareness.","Avoid Viparita Dandasana if you have any neck or spine injuries, high blood pressure, or if you are menstruating or pregnant. It's also recommended to avoid this pose if you have any shoulder or wrist injuries.","Inhale: Lengthen the spine and engage the core. Exhale: Slowly lower the body down into the inversion, keeping the legs straight and the torso long. Continue to breathe deeply and smoothly while in the pose.","Hold Viparita Dandasana for 3-5 breaths, or up to 30 seconds. Repeat 2-3 times, resting for a few breaths between repetitions.","To make Viparita Dandasana more accessible, you can start by practicing with your legs bent and your feet flat on the ground, or by using a wall for support. You can also use blocks or straps to help deepen the stretch and maintain proper alignment.","1. Start by sitting on the floor with your legs straight out in front of you. Place your hands on the ground beside your hips and engage your core. 2. Inhale and lengthen the spine, then exhale and slowly lower your body down into the inversion, keeping your legs straight and your torso long. 3. Continue to breathe deeply and smoothly, feeling the stretch in your back, shoulders, and chest. 4. To come out of the pose, inhale and slowly lift your body back up to a seated position."
99,Kapotasana,Kapotasana,backbend,advanced,"Kapotasana, or Pigeon Pose, is an advanced backbend that strengthens the back muscles, opens the chest and shoulders, and improves flexibility in the hips and thighs. It also stimulates the thyroid gland and can help alleviate symptoms of depression and anxiety. Regular practice of Kapotasana can increase energy and vitality.","Avoid Kapotasana if you have any neck or spine injuries, or if you experience any discomfort or pain in your neck or back. Additionally, pregnant women and individuals with high blood pressure should also avoid this pose.","Inhale deeply and lengthen your spine, exhale slowly as you fold forward and deepen the backbend.","Hold the pose for 3-5 breaths, or as long as you feel comfortable, and repeat 2-3 times.","For a modified version of Kapotasana, you can place your forearms on the ground instead of your palms, or use a block under your forehead for support. Alternatively, you can practice a milder backbend, such as Ustrasana (Camel Pose), to build up to Kapotasana.","1. Start on your hands and knees, with your hands shoulder-width apart and your knees directly under your hips. 2. Walk your hands forward a few inches and lower your forehead to the ground, keeping your elbows slightly bent. 3. As you exhale, lift your hips and chest, keeping your palms and forehead on the ground, and deepen the backbend, stretching your chest and shoulders. 4. Engage your back muscles and maintain the pose, feeling the stretch in your hips and thighs. 5. To release, slowly lower your hips and chest back down to the starting position."
100,Vrschikasana,Vrschikasana,inversion,advanced,"Vrschikasana, or Scorpion Pose, offers numerous physical and mental benefits. Physically, it strengthens the arms, shoulders, and core, while also improving flexibility in the chest and shoulders. Mentally, it can help build confidence and balance, as it requires focus and control.","Avoid practicing Vrschikasana if you have any neck or back injuries, or if you are experiencing high blood pressure or dizziness. Pregnant women and individuals with weak wrists or shoulders should also modify or avoid this pose.","Inhale as you lift your legs and torso off the ground, and exhale as you lower your chest and head towards the ground. Continue to breathe smoothly and naturally throughout the pose.","Hold Vrschikasana for 3-5 breaths, or as long as you feel comfortable and balanced.","For beginners or those who need extra support, try using a block or strap to support the chest and shoulders. You can also modify the pose by keeping the knees bent or using a wall for balance.","1. Start in a forearm balance position (Pincha Mayurasana) with your forearms on the ground and your elbows directly under your shoulders. 2. Engage your core and lift your legs off the ground, keeping them straight and together. 3. As you lift your legs, begin to arch your back and lift your chest and head off the ground, keeping your shoulders down and away from your ears. 4. Continue to lift and balance, keeping your body in a smooth, curved line from head to heels."
101,Karandavasana,Karandavasana,balancing,advanced,"Karandavasana strengthens the arms, shoulders, and core, while also challenging balance and focus. It can help improve overall physical stability and mental concentration. Regular practice of this pose can also enhance overall flexibility and posture.","Avoid Karandavasana if you have any shoulder or wrist injuries, or if you experience dizziness or lightheadedness. Pregnant women and individuals with high blood pressure should also modify or avoid this pose.","Inhale deeply as you lift your legs up, exhale slowly as you balance, and inhale again to come out of the pose.","Hold Karandavasana for 3-5 breaths, or as long as you can maintain balance and control. Practice 2-3 repetitions on each side.","To modify Karandavasana, use a block or strap to support your legs or try lifting only one leg at a time. You can also practice the pose with your knees bent to reduce the challenge on your core and balance.","1. Start in Crow Pose (Bakasana) with your hands shoulder-width apart and your knees bent. 2. Lift your legs up and balance on your hands, keeping your body in a straight line from head to heels. 3. Engage your core and maintain control, gazing forward and keeping your breath steady. 4. To come out of the pose, slowly lower your legs back down into Crow Pose and then release onto your heels. 5. Repeat on the other side, if desired."
102,Eka Pada Viparita Dandasana III,Eka Pada Viparita Dandasana III,inversion,advanced,"Eka Pada Viparita Dandasana III stretches and strengthens the entire back, shoulders, and chest, while also improving spinal flexibility and balance. Regular practice can also stimulate the nervous system, leading to increased energy and focus. Additionally, this pose can help alleviate stress and anxiety by promoting relaxation and calmness.","Avoid this pose if you have severe neck or back injuries, high blood pressure, or are pregnant. It is also not recommended for those with glaucoma or detached retinas due to the inverted position.","Inhale as you lift your legs and torso, exhale as you lower your arms and deepen the stretch. Maintain a steady, slow breathing pattern while holding the pose.","Hold the pose for 3-5 breaths, or as long as feels comfortable and balanced.","To make the pose more accessible, try using a block or strap to support your hands or feet. Alternatively, practice the pose with both legs lifted instead of just one, or use a wall for support.","1. Begin in a seated forward bend, then lift your legs off the ground and balance on your hands and one leg. 2. Inhale and lift your torso and legs further, reaching your arms back and your chest forward. 3. Exhale and deepen the stretch, engaging your core and maintaining balance. 4. Hold the pose and focus on your breath, then slowly lower down to the starting position."
103,Titibhasana III,Titibhasana III,balancing,advanced,"Titibhasana III strengthens the arms, shoulders, and core muscles while also improving balance and focus. It can help to build confidence and self-awareness. Regular practice of this pose can also improve overall physical and mental stability.","Avoid Titibhasana III if you have any shoulder or wrist injuries, or if you experience dizziness or lightheadedness. Pregnant women and people with high blood pressure should also avoid this pose or modify it under the guidance of an experienced yoga teacher.","Inhale as you lift your legs off the ground, exhale as you balance, and maintain a steady breath throughout the hold.","Hold Titibhasana III for 3-5 breaths, or as long as you can maintain balance and control. Repeat on both sides.","Use blocks or straps to support your arms or legs if needed. You can also practice a variation with your legs lifted but not crossed, or with one leg lifted at a time. For an easier option, try practicing on your knees instead of your toes.","1. Start in a high lunge position with your right foot forward and your left foot back. Bend your front knee and stretch your arms out to the sides. 2. Lift your back leg off the ground and cross it over your front leg, bringing your ankle towards your opposite knee. 3. Balance on your front leg and arms, lifting your chest and engaging your core muscles. 4. Gaze forward and maintain a steady breath, feeling the balance and stability in your body."
