id,pose_name,sanskrit_name,category,difficulty_level,benefits,contraindications,breathing_pattern,duration_or_reps,modifications,instructions
146,Reclined Seated Forward Fold,Supta Paschimottanasana,restorative,intermediate,"Reclined Seated Forward Fold (Supta Paschimottanasana) stretches the entire back side of the body, from the shoulders to the heels, promoting flexibility and relaxation. This pose can also help to calm the mind, reduce stress, and alleviate symptoms of anxiety and insomnia. Regular practice can also improve circulation and reduce muscle tension.","Avoid this pose if you have a recent back injury, herniated disk, or sciatica. Pregnant women should also approach with caution and modify or avoid if discomfort or pain is experienced.","Inhale deeply, feeling the chest and lungs expand. Exhale slowly, lengthening the spine and folding forward, allowing the body to release and relax.","Hold the pose for 3-5 minutes, breathing deeply and slowly, and feeling the body relax and release.","Use a strap or towel to deepen the stretch if flexibility allows. Place a block or pillow under the forehead for support if the head is not able to reach the ground. For a more restorative version, place a bolster or pillow under the torso for support and relaxation.","1. Begin by sitting on the ground with the legs straight out in front of you. 2. Slowly recline back onto the ground, using support if needed, and bring the arms overhead, stretching the chest and shoulders. 3. Inhale deeply and as you exhale, slowly fold forward, reaching for the toes or shins, and allow the body to release and relax."
147,Reclined Hero Pose with a Twist,Supta Virasana II,restorative,intermediate,"Reclined Hero Pose with a Twist (Supta Virasana II) offers numerous physical benefits, including deep stretching of the quadriceps, hip flexors, and spine, as well as improved flexibility in the knees and ankles. Mentally, it promotes relaxation and reduces stress and anxiety by releasing tension in the body. Regular practice also enhances overall spinal flexibility and posture.","This pose is not recommended for individuals with recent knee injuries, knee surgery, or severe knee pain. Additionally, those with severe back pain or spinal injuries should avoid this pose or consult with a qualified yoga instructor before attempting it.","Inhale deeply into the chest, feeling the expansion of the lungs and the lengthening of the spine. Exhale slowly, allowing the body to relax further into the pose, releasing tension and stress with each breath.","Hold the pose for 5-10 minutes on each side, breathing deeply and relaxing into the stretch. If needed, take a 1-2 minute break before switching sides.","For a more accessible version, place a block or cushion under the back for support, or use a strap to gently deepen the stretch. For added comfort, place a folded blanket or towel under the knees.","1. Begin by sitting in Hero Pose (Virasana) with your knees bent and your feet flat on the ground. Place your hands on the ground beside you for support. 2. As you exhale, slowly lean back, reaching for a block, cushion, or the ground behind you. Allow your back to release and your chest to expand, keeping your knees bent at a 90-degree angle. 3. As you settle into the pose, gently twist your torso to one side, keeping your hips and knees grounded. Hold for the desired duration before switching sides. 4. To release, slowly inhale and lift your torso back up to a seated position, then repeat on the other side."
148,Reclined Leg Stretch with a Twist,Supta Akarna Dhanurasana,restorative,intermediate,"Reclined Leg Stretch with a Twist (Supta Akarna Dhanurasana) stretches the hips, knees, and ankles, while also relieving tension in the lower back and promoting flexibility in the spine. This pose can also help calm the mind and reduce stress. Regular practice can improve overall balance and coordination.","Avoid this pose if you have recent knee injuries or surgeries, or if you experience severe back pain or discomfort. Additionally, pregnant women should modify or avoid deep twists.","Inhale deeply, filling the lungs, as you bring the leg across the body. Exhale slowly, releasing tension, as you deepen the stretch and twist.","Hold for 3-5 minutes, breathing deeply and slowly, and then switch sides. Repeat 2-3 times on each side.","Use a strap or towel to support the leg if it's difficult to reach. You can also place a block or pillow under the knee for added support. For a deeper stretch, use a bolster or pillow under the spine.","1. Lie on your back, with your arms at your sides, and bring one leg across the body, keeping it straight. 2. Allow your spine to twist gently, keeping your shoulders and hips relaxed. 3. As you inhale, lengthen the spine and deepen the stretch, and as you exhale, release tension and allow the leg to sink deeper into the stretch. 4. Hold the pose, breathing deeply, and then slowly release and switch sides."
149,Reclined Cobbler's Pose,Supta Baddha Konasana,restorative,beginner,"Reclined Cobbler's Pose stretches the hips, thighs, and lower back, promoting flexibility and relaxation. It also calms the nervous system and reduces stress and anxiety. Additionally, this pose can help alleviate menstrual cramps and discomfort.",Avoid this pose if you have any severe back injuries or hip replacements. Pregnant women should also modify the pose by using a bolster or pillow under their back for support.,"Inhale deeply, feeling the chest expand and the hips relax. Exhale slowly, releasing any tension in the lower back and hips.","Hold the pose for 3-5 minutes, breathing deeply and feeling the relaxation spread throughout the body.",Use a bolster or pillow under your back for support if you're pregnant or have any back issues. You can also place a strap or towel around your feet to help maintain the bind if your hips are tight.,"1. Lie on your back and bring the soles of your feet together, with your knees bent and apart. 2. Let your arms relax by your sides, with your palms facing upwards. 3. As you inhale, feel the chest expand and the hips relax, and as you exhale, release any tension in the lower back and hips. 4. Allow your body to sink deeper into the pose, feeling the stretch in your hips and lower back. 5. Hold the pose, breathing deeply and feeling the relaxation spread throughout the body."
150,Reclined Seated Angle Pose,Supta Upavista Konasana,restorative,beginner,"Reclined Seated Angle Pose (Supta Upavista Konasana) stretches the hips, thighs, and spine, promoting flexibility and relaxation. It also calms the mind and reduces stress by releasing tension in the lower back. Regular practice can improve overall posture and balance.","Avoid this pose if you have severe knee or hip injuries, or if you experience any discomfort or pain in the lower back. Pregnant women should also modify or avoid this pose, especially in the later stages of pregnancy.","Inhale deeply and slowly, feeling the chest expand and the spine lengthen. Exhale slowly, releasing any tension in the hips and lower back, and allowing the body to relax further into the pose.","Hold the pose for 5-10 minutes, breathing deeply and slowly, and allowing the body to relax and release tension.","Use blocks or blankets under the knees or thighs for support, or place a bolster or pillow under the back for extra comfort. You can also modify the pose by bringing the feet closer together or using a strap to deepen the stretch.","1. Begin by sitting on the floor with your legs straight out to the sides, forming a wide 'V' shape. 2. Lie back onto your elbows, then slowly lower your back onto the floor, keeping your legs straight and your spine long. 3. Allow your body to relax and release tension, feeling the stretch in your hips and lower back, and breathe deeply and slowly into the pose."
151,Reclined One-Legged King Pigeon Pose,Supta Eka Pada Rajakapotasana,restorative,intermediate,"Reclined One-Legged King Pigeon Pose provides a deep stretch for the hips and glutes, while also promoting relaxation and calming the mind. It can help alleviate stress, anxiety, and lower back pain. Regular practice can also improve flexibility and range of motion in the hips and legs.","Avoid this pose if you have a recent knee or hip injury, or if you experience chronic pain or discomfort in the knees, hips, or lower back. Pregnant women should also approach with caution and modify the pose to avoid putting pressure on the abdomen.","Inhale deeply, feeling the hips and chest expand, and exhale slowly, allowing the body to relax and release further into the stretch.","Hold the pose for 5-10 breaths, or 3-5 minutes, to allow for deep relaxation and stretching.","Use a block or strap to support the extended leg if it doesn't reach the ground. Place a pillow or bolster under the chest or head for added support and comfort. For a more accessible version, try Supta Baddha Konasana (Reclined Bound Angle Pose) instead.","1. Begin by finding a comfortable seated position with the back straight and legs extended in front of you. Bend the right knee and bring the foot towards the left hip, forming a 90-degree angle with the leg. 2. Lower the torso down onto the back, keeping the left leg extended and the right knee bent. 3. Allow the right knee to fall towards the ground, stretching the hips and glutes. 4. Relax the arms and shoulders, and close the eyes, focusing on the breath and the sensations in the body."
152,Reclined Cow Face Pose,Supta Gomukhasana,restorative,intermediate,"Reclined Cow Face Pose (Supta Gomukhasana) helps to relieve stress and tension, stretches the chest, shoulders, and hips, and can also help alleviate sciatica pain. Additionally, it can calm the mind and promote relaxation. Regular practice of this pose can also improve flexibility and range of motion in the shoulders and hips.","This pose should be avoided by those with severe shoulder or hip injuries, or recent surgeries, as it may exacerbate existing conditions. Pregnant women should also exercise caution and modify the pose to avoid putting pressure on the abdomen.","Inhale deeply, feeling the chest expand and the shoulders relax. Exhale slowly, allowing the body to release tension and sink deeper into the pose.","Hold the pose for 5-10 minutes, or as long as feels comfortable, to allow for maximum relaxation and release of tension.","Use a block or strap to support the legs if they do not touch the ground, or place a bolster or pillow under the knees for added comfort. For a deeper stretch, place a strap or towel around the legs and pull gently.","1. Lie on your back and bring your legs into a bent position with your knees wide apart. 2. Cross your right knee over your left, and then wrap your right leg around your left to form a 'cow face' shape. 3. Use your hands to gently guide your legs into place and relax your shoulders away from your ears. 4. Close your eyes and focus on your breath, feeling the stretch in your hips and shoulders and allowing yourself to relax and release tension."
153,Reclined Seated Forward Fold with a Twist,Supta Paschimottanasana II,restorative,intermediate,"Reclined Seated Forward Fold with a Twist (Supta Paschimottanasana II) stretches the entire back side of the body, including the hamstrings, calves, and spine. It can also help to calm the nervous system and promote relaxation. Regular practice may also improve flexibility and range of motion.","Avoid this pose if you have a severe back injury, sciatica, or recent abdominal surgery. Pregnant women should also approach this pose with caution and modify or avoid it altogether if it causes discomfort.","Inhale deeply, lengthening the spine and expanding the chest. Exhale slowly, folding forward and twisting to the side, allowing the body to release and relax.","Hold the pose for 3-5 minutes on each side, breathing deeply and slowly, and feeling the stretch deepen.","Use a bolster or pillow under the knees for support, or place a strap around the feet to deepen the stretch. You can also use a block or blanket under the head for comfort. For a more gentle twist, keep the knees slightly bent.","1. Begin by lying on your back with your legs straight up towards the ceiling. 2. Lengthen the spine and engage the core, then slowly lift the legs off the ground and bring them towards your chest. 3. Exhale and twist to one side, keeping the legs straight, and allow the body to fold forward and relax. 4. Hold the pose and breathe deeply, feeling the stretch and relaxation spread through the body. 5. Repeat on the other side."
154,Reclined Sphinx Pose,Supta Salamba Bhujangasana,restorative,intermediate,"Reclined Sphinx Pose stretches and opens the chest, strengthens the back muscles, and promotes relaxation, reducing stress and anxiety. It also improves flexibility in the shoulders and upper back. This pose can help alleviate symptoms of insomnia and promote overall well-being.","Avoid this pose if you have severe back or neck injuries, or if you're experiencing any discomfort or pain in your shoulders or chest. Pregnant women and those with chronic back conditions should also exercise caution and consult with a healthcare professional or experienced yoga instructor.","Inhale deeply, feeling the chest expand and the shoulders relax. Exhale slowly, allowing the body to release any tension and settle deeper into the pose.","Hold the pose for 5-10 minutes, breathing deeply and slowly, and allowing the body to fully relax and release.","To make the pose more accessible, use a block or bolster under the chest or shoulders for support. You can also place a folded blanket or towel under the forehead for added comfort. For a deeper stretch, place your hands under your shoulders and gently press your chest forward.","1. Lie on your stomach with your forearms on the ground and your elbows directly under your shoulders. 2. Inhale and press your palms into the ground, lifting your chest and head off the mat. 3. Keep your shoulders down and away from your ears, and engage your back muscles to support your chest. 4. Allow your body to relax and release, feeling the stretch in your chest and shoulders. 5. Hold the pose, breathing deeply and slowly, and focus on the sensation of relaxation and release."
155,Reclined Lord of the Dance Pose,Supta Natarajasana,restorative,intermediate,"Reclined Lord of the Dance Pose provides a gentle stretch to the hips, glutes, and lower back, while also promoting relaxation and reducing stress. This pose can help improve flexibility and range of motion in the hips and knees. It can also calm the mind and promote a sense of inner peace.","Avoid this pose if you have any recent or severe knee injuries, or if you experience discomfort or pain in the hips or lower back. Pregnant women should also modify or avoid this pose, especially in the later stages of pregnancy.","Inhale deeply into the chest, feeling the breath expand the lungs. Exhale slowly, releasing any tension or stress, and allowing the body to relax further into the pose.","Hold the pose for 3-5 minutes, breathing deeply and slowly, and allowing the body to fully relax.","To modify the pose, use a block or strap to support the leg, or place a pillow under the knee for added comfort. You can also use a wall for support, or practice a simpler variation like Reclined Pigeon Pose.","1. Lie on your back with your legs extended, and engage your core to support your lower back. 2. Bend your right knee and bring your right foot towards your left buttock, keeping your ankle in line with your knee. 3. Reach back with your right hand and gently grasp the outside of your right ankle, keeping your elbow slightly bent. 4. Inhale deeply, and as you exhale, slowly lift your right leg up towards the ceiling, keeping it straight, and stretching the front of your hip. 5. Hold the pose, breathing deeply, and then slowly release and repeat on the other side."
156,Reclined Eight-Limbed Pose,Supta Astavakrasana,restorative,advanced,"Reclined Eight-Limbed Pose (Supta Astavakrasana) offers numerous physical and mental benefits, including stretching the shoulders, chest, and hips, while also strengthening the back muscles and improving spinal flexibility. It also helps to calm the mind and reduce stress. Regular practice of this pose can improve overall balance, focus, and concentration.","Avoid practicing Reclined Eight-Limbed Pose if you have severe back or neck injuries, or if you experience any discomfort or pain in the shoulders, hips, or knees. Pregnant women and individuals with osteoporosis should also avoid this pose or modify it under the guidance of an experienced yoga instructor.","Inhale deeply through the nose, feeling the chest expand and the torso lengthen. Exhale slowly through the mouth, releasing any tension and sinking deeper into the pose.","Hold the pose for 3-5 breaths or up to 30 seconds, depending on your comfort level and flexibility. Repeat 2-3 times on each side.","For a modified version, use blocks or straps to support the legs and torso. You can also place a folded blanket under the hips for added comfort and support. Alternatively, practice a wall-supported version by placing the legs against a wall and using a strap to secure the torso.","1. Begin by lying on your back with your arms extended overhead and your legs straight. Bend your knees and bring your heels towards your hips. 2. Cross your right knee over your left, creating an 'eight' shape with your legs. Extend your right arm overhead and use your left arm to gently guide your right shoulder towards the ground. 3. As you exhale, slowly lower your torso and legs towards the ground, keeping your spine long and your hips relaxed. 4. Hold the pose, breathing deeply and feeling the stretch in your shoulders, chest, and hips. 5. To release, slowly lift your torso and legs back up to the starting position and repeat on the other side."
157,Bow Pose,Dhanurasana,backbend,intermediate,"Bow Pose strengthens the back muscles, improves flexibility in the chest and shoulders, and can help to relieve stress and anxiety. It also stretches the abdominal muscles and can improve digestion. By opening the chest, it can also promote confidence and self-awareness.","Avoid Bow Pose if you have a neck injury, or if you have high blood pressure. Additionally, pregnant women should avoid this pose after the third trimester.","Inhale deeply as you lift your chest and head off the ground, and exhale slowly as you deepen the stretch and hold the pose.","Hold the pose for 3-5 breaths, and repeat 2-3 times.","For a gentler variation, keep your knees slightly bent or use a strap to assist in holding the ankles. You can also place a block or a folded blanket under your forehead for support.","1. Lie on your stomach with your arms extended alongside your body, and your legs hip-width apart. 2. Bend your knees and bring your heels towards your buttocks, then reach back and grasp your ankles with your hands. 3. Inhale deeply and lift your chest, head, and legs off the ground, keeping your knees slightly bent if necessary. 4. Hold the pose, feeling the stretch in your chest and shoulders, and the opening in your heart center."
158,Fish Pose,Matsyasana,backbend,intermediate,"Fish Pose (Matsyasana) provides physical benefits by strengthening the back muscles, improving flexibility in the chest and shoulders, and stretching the neck and throat. Mentally, it can help calm the mind and reduce stress. Regular practice can also improve respiratory function and overall posture.","Avoid Fish Pose if you have a neck injury or any condition that causes neck pain, as it may exacerbate the condition. Also, individuals with high blood pressure, glaucoma, or vertigo should practice with caution or modify the pose.","Inhale deeply as you lift your chest and head off the ground. Hold the breath for a brief moment at the top of the pose, then exhale slowly as you release and lower back down.","Hold Fish Pose for 30 seconds to 1 minute, breathing deeply and slowly. Repeat 2-3 times, resting for 30 seconds between repetitions.","For a modified version, place a block or strap under your back for support. You can also place a folded blanket under your head for a more gentle stretch. For a more challenging variation, lift your legs off the ground and balance on your seat bones.","1. Lie on your back with your legs straight and your arms at your sides. Place your hands under your hips for support. 2. Inhale deeply and press your palms into the ground, lifting your chest and head off the ground. 3. Continue to lift and arch your back, keeping your shoulders down and away from your ears. 4. Hold the pose, breathing deeply and slowly, then exhale and lower back down to the starting position."
159,Camel Pose,Ustrasana,backbend,intermediate,"Camel Pose strengthens the back muscles, improves flexibility in the chest, shoulders, and spine, and can also help alleviate stress and anxiety by opening up the heart center. It can also improve posture and reduce fatigue. Regular practice can also promote emotional balance and confidence.","Avoid Camel Pose if you have any neck or back injuries, high blood pressure, or during pregnancy. It's also not recommended for people with severe shoulder or wrist problems.","Inhale as you arch your back, and exhale as you slowly lower back down to the starting position.","Hold the pose for 3-5 breaths, and repeat 2-3 times.","For an easier variation, you can place your hands on blocks or the wall for support, or only arch your back slightly. You can also keep your head in a neutral position if dropping your head back is uncomfortable.","1. Kneel on the mat with your knees hip-width apart, and your hands on your hips. 2. Inhale and lengthen your spine, then exhale and arch your back, reaching for your ankles or shins with your hands. 3. Keep your shoulders down and away from your ears, and your chest expanded. 4. Engage your core and maintain the arch in your back, keeping your head in a neutral position or gently dropping it back."
160,One-Legged Seated Forward Fold,Eka Pada Paschimottanasana,seated,intermediate,"One-Legged Seated Forward Fold stretches the entire back side of the body, including the hamstrings, calves, and spine, improving flexibility and posture. It also calms the mind and can help reduce stress and anxiety. This pose can also help to balance the body's energy and promote a sense of grounding.",Individuals with knee injuries or recent hip replacements should avoid this pose or modify it to accommodate their needs. People experiencing low back pain or sciatica should also approach with caution and engage their core to support their spine.,"Inhale, lengthen the spine and engage the core. Exhale, fold forward and deepen the stretch, keeping the front leg straight and the back leg relaxed.","Hold the pose for 3-5 breaths on each side, repeating 2-3 times on each leg.","To modify, use a strap or towel to deepen the stretch if the hands can't reach the foot. Place a block or blanket under the front knee for support if there's discomfort. For a more accessible version, try bending the front knee or lifting the back leg slightly off the ground.","1. Sit on the ground with the legs extended in front, then bend the right knee and place the foot on the inside of the left thigh. 2. Inhale and lengthen the spine, engaging the core and reaching the arms up towards the ceiling. 3. Exhale, fold forward, and reach for the left foot or shin, keeping the front leg straight and the back leg relaxed. 4. Deepen the stretch with each exhalation, keeping the breath smooth and controlled."
161,Triangle Pose with a Twist,Trikonasana II,standing,intermediate,"Triangle Pose with a Twist (Trikonasana II) provides physical benefits such as stretching the hips, thighs, and spine, while also strengthening the ankles and knees. Mentally, it can help improve focus, balance, and overall sense of calmness. Regular practice can also increase flexibility and range of motion.","Avoid this pose if you have severe lower back problems, such as herniated disks, sciatica, or recent injuries. It's also recommended to approach with caution if you have neck or shoulder issues.","Inhale as you reach your right arm up towards the ceiling, exhale as you twist and place your right hand on the outside of your left knee, inhale to lengthen the spine, and exhale to deepen the stretch.","Hold the pose for 3-5 breaths, repeat on the other side.","Use a block or strap to support your hand if you're unable to reach your knee. For a deeper stretch, place your hand on the ground or use a wall for support. If you have neck issues, avoid gazing up and instead look straight ahead.","Step 1: Begin by standing with your feet wide apart, with one foot facing forward and the other foot at a 90-degree angle. Step 2: Reach your right arm up towards the ceiling and engage your core, feeling the stretch in your hips and thighs. Step 3: As you exhale, twist your torso to the left, placing your right hand on the outside of your left knee, and gaze up towards the ceiling (or straight ahead if modifying). Step 4: Lengthen your spine and deepen the stretch as you inhale, and exhale to release any tension. Step 5: Repeat on the other side."
162,Upward-Facing Dog with a Twist,Urdhva Mukha Svanasana II,standing,intermediate,"Upward-Facing Dog with a Twist (Urdhva Mukha Svanasana II) strengthens the back muscles, improves spinal flexibility, and enhances overall balance and coordination. It also stimulates the nervous system and promotes mental clarity. Additionally, this pose can help alleviate stress and anxiety by releasing tension in the torso.","Avoid this pose if you have any wrist, shoulder, or neck injuries, as it may exacerbate existing conditions. Pregnant women and individuals with severe back problems should also modify or avoid this pose.","Inhale as you lift your chest and twist your torso, exhale as you slowly lower back down to the starting position.","Hold for 3-5 breaths, repeating 2-3 times on each side.","Use a block or strap to support your hands if you're experiencing wrist strain. You can also modify the twist by only rotating your torso slightly, or by keeping your hips facing forward and twisting only your upper body.","1. Start in a high plank position with your hands shoulder-width apart and your feet hip-width apart. 2. Inhale as you lift your chest and hips off the ground, straightening your arms and keeping your shoulders down. 3. Twist your torso to one side, keeping your hips facing forward, and hold for 3-5 breaths. 4. Slowly lower back down to the starting position on an exhale, and repeat on the other side."
163,Peacock Pose with a Twist,Mayurasana II,balancing,advanced,"Mayurasana II strengthens the arms, shoulders, and core, while improving balance and focus. It also stretches the chest and shoulders, and can help to relieve stress and anxiety. Regular practice can also improve overall physical and mental discipline.","Avoid this pose if you have any wrist, shoulder, or elbow injuries, or if you are experiencing any neck or back problems. Pregnant women and people with high blood pressure should also avoid this pose.","Inhale deeply as you lift your legs off the ground, and exhale slowly as you balance and engage your core. Continue to breathe smoothly and slowly while holding the pose.","Hold for 3-5 breaths, and repeat 2-3 times on each side.","Use a block or a strap to support your arms if you're new to the pose, or practice the pose with your legs lifted only a few inches off the ground. You can also practice the pose with your feet hip-width apart instead of crossed.","1. Start in a high plank position with your hands shoulder-width apart, and your feet hip-width apart. 2. Cross your legs behind your back, with your right ankle resting on your left thigh. 3. Engage your core and lift your legs off the ground, balancing on your arms and lifting your chest forward. 4. Twist your torso to the right, keeping your arms and legs straight, and gaze forward. 5. Hold the pose and focus on your breath, then slowly lower down and repeat on the other side."
164,Handstand with a Twist,Adho Mukha Vrksasana II,inversion,advanced,"Handstand with a Twist (Adho Mukha Vrksasana II) builds core strength, improves balance and flexibility, and enhances mental focus and confidence. It also strengthens the arms, shoulders, and upper back. Regular practice can help to improve overall physical and mental well-being.","Avoid this pose if you have any shoulder, neck, or spine injuries, or if you have high blood pressure or are pregnant. Consult with a healthcare professional or experienced yoga instructor before attempting this pose.","Inhale deeply before kicking up, exhale as you twist and settle into the pose, and maintain steady breathing while holding the pose.","Hold the pose for 3-5 breaths, or as long as you feel comfortable and controlled. Repeat 2-3 times on each side.","Use a wall for support, or practice with a shorter twist. You can also lift one leg up at a time, or use blocks or straps to help maintain balance.","1. Start in a high plank position with your hands shoulder-width apart and your fingers spread wide. Engage your core and lift your hips up and back, straightening your arms and legs. 2. As you feel stable, lift one leg up and twist your torso to the right, keeping your arms and legs straight. 3. Hold the pose and breathe deeply, feeling the stretch in your chest and shoulders. 4. Slowly lower back down to the starting position and repeat on the other side."
165,Forearm Stand with a Twist,Pincha Mayurasana II,inversion,advanced,"Forearm Stand with a Twist (Pincha Mayurasana II) strengthens the core, shoulders, and arms, while also improving balance, flexibility, and focus. This pose can also stimulate the thyroid gland and improve circulation. Mentally, it can help build confidence and reduce stress.","Avoid this pose if you have any neck or shoulder injuries, or if you have high blood pressure or glaucoma. Pregnant women should also avoid this pose, especially in the first trimester.","Inhale and exhale slowly and smoothly while in the pose, focusing on your breath to maintain balance and control. As you twist, exhale and lengthen your spine, then inhale and deepen the twist.","Hold the pose for 3-5 breaths, or up to 30 seconds, and repeat 2-3 times on each side.","For a modification, use a wall for support, with your forearms on the ground and your feet on the wall. You can also use a block or strap under your forearms for extra support. Alternatively, practice a gentle twist in a seated or standing forward bend instead of the full inversion.","1. Begin by kneeling on the ground with your forearms on the ground in front of you, shoulder-width apart. Engage your core and press your palms into the ground. 2. Lift your hips and straighten your legs, walking your feet back slightly to balance on your forearms. 3. As you feel stable, slowly lift your legs off the ground and balance on your forearms, keeping your core engaged and your spine long. 4. Twist your torso to one side, keeping your hips and legs aligned, and hold for the desired duration."
166,Eight-Limbed Pose with a Twist,Astavakrasana II,inversion,advanced,"Astavakrasana II strengthens the arms, shoulders, and core, while also expanding the chest and shoulders. This pose also improves balance, focus, and concentration. Regular practice can help to build confidence and reduce stress and anxiety.","Avoid Astavakrasana II if you have any wrist, shoulder, or neck injuries. Additionally, pregnant women and those with high blood pressure should also avoid this pose or modify it under the guidance of an experienced instructor.","Inhale as you lift your legs off the ground, exhale as you twist and lift your hips, inhale to stabilize, and exhale to release.","Hold for 3-5 breaths or up to 30 seconds, repeat on the other side.","Use a block or strap to support your legs or hip if you're struggling to lift. You can also practice Astavakrasana II with one leg lifted and the other leg bent, or with the support of a wall.","1. Start in a high plank position with your hands shoulder-width apart and your feet hip-width apart. 2. Bend your elbows slightly and shift your weight onto your arms, lifting your right leg off the ground and twisting your torso to the right. 3. As you lift your hips, keep your left leg straight and your right leg bent at a 90-degree angle. 4. Hold the pose and engage your core, feeling the stretch in your chest and shoulders. 5. Slowly lower back down to the starting position and repeat on the other side."
167,Seated Forward Fold with a Leg Lift,Paschimottanasana II,forward_fold,intermediate,"Seated Forward Fold with a Leg Lift (Paschimottanasana II) stretches the entire back side of the body, from the shoulders to the heels, and strengthens the muscles of the core and legs. It also improves flexibility, balance, and concentration. This pose can be calming and meditative, helping to reduce stress and anxiety.","Avoid this pose if you have a recent or chronic back injury, sciatica, or a knee injury. It's also not recommended for people with severe flexibility limitations or those who are pregnant.","Inhale: Lengthen the spine and lift the leg. Exhale: Fold forward, reaching for the toes or shins, and engage the core. Continue to breathe smoothly and slowly, feeling the stretch deepen with each exhalation.","Hold the pose for 3-5 breaths, or up to 30 seconds, and repeat on the other side.","For a more accessible version, you can use a strap or towel to deepen the stretch or support the lifted leg. You can also bend the knee of the lifted leg or use a block or pillow under the forehead for support. If you're new to leg lifts, start by lifting the leg just a few inches off the ground and gradually increase the height as you build strength and control.","1. Sit on the floor with your legs extended in front of you, then lift your right leg and balance on your left leg. 2. Inhale and lengthen your spine, engaging your core and lifting your chest. 3. Exhale and fold forward, reaching for your toes or shins, and deepen the stretch in your back and legs. 4. Hold the pose and focus on your breath, feeling the balance and control required to maintain the lift. 5. Repeat on the other side."
168,Standing Forward Fold with a Twist,Uttanasana II,forward_fold,intermediate,"Standing Forward Fold with a Twist (Uttanasana II) provides physical benefits by stretching the entire back side of the body, hips, and spine, while also toning the abdominal muscles. It can also help relieve stress and anxiety by promoting relaxation and improving circulation. Mentally, it encourages flexibility and openness, promoting a sense of calm and clarity.","Avoid this pose if you have severe back or neck injuries, or if you experience any discomfort in your joints or muscles. Also, pregnant women should modify the pose or avoid it altogether, especially in the later stages of pregnancy.","Inhale: Lengthen the spine and engage the core. Exhale: Fold forward, twisting to one side, and then repeat on the other side.","Hold the pose for 30 seconds to 1 minute on each side, breathing deeply and smoothly. Repeat 2-3 times on each side.","For a more accessible version, bend your knees or use a block or strap to support your hands. You can also practice with your feet hip-width apart instead of together, or keep your back knee slightly bent to reduce strain on the lower back.","1. Begin by standing with your feet hip-width apart, parallel to each other, and your arms by your sides. Engage your core and lengthen your spine. 2. Inhale and lengthen your torso, then exhale and fold forward, reaching for your toes or shins. As you fold, twist your torso to one side, keeping your hips facing forward. 3. Hold the pose, breathing deeply, and then slowly release and repeat on the other side. 4. To release, inhale and lengthen your spine, then exhale and slowly roll up to standing."
169,Reclined Forward Fold with a Twist,Supta Uttanasana II,twist,intermediate,"Reclined Forward Fold with a Twist (Supta Uttanasana II) stretches the entire back side of the body, from the shoulders to the heels, while also targeting the hips and spine. This pose can help to relieve tension in the neck and shoulders, improve flexibility, and calm the mind. Regular practice of this pose can also promote better posture and reduce stress.","Avoid this pose if you have a recent back injury, herniated disk, or are experiencing severe neck pain. Pregnant women should also approach this pose with caution and modify as needed.","Inhale deeply and lengthen the spine, exhale and fold forward, twisting to one side. Hold the breath for a moment at the bottom of the twist, then inhale to lengthen and exhale to release.","Hold for 3-5 breaths on each side, repeating for 2-3 sets.","Use a strap or towel to deepen the stretch if your hands don't reach your toes. Place a block or pillow under your forehead for support if your neck feels strained. For a more gentle version, bring one knee into the chest and twist to that side, rather than bringing both knees into the chest.","1. Lie on your back with your legs straight and arms at your sides. Inhale and lengthen the spine, feeling the crown of the head reach towards the ceiling. 2. Exhale and bring both knees into the chest, then let them fall to one side, keeping the spine long. 3. Reach your arms up towards the ceiling, then bring them down to the ground beside you, keeping the shoulders relaxed. 4. Allow your torso to twist, keeping the hips grounded, and hold for the desired number of breaths before releasing and repeating on the other side."
170,Starlight Stretch,Tara Akarshana,standing,intermediate,"The Starlight Stretch (Tara Akarshana) provides physical benefits by stretching the chest, shoulders, and spine, improving flexibility and posture. Mentally, it can help increase feelings of openness and expansiveness. Regular practice can also reduce stress and anxiety by promoting relaxation.","Avoid this pose if you have any recent or severe injuries to the shoulders, chest, or spine. People with high blood pressure should also practice with caution and consult a medical professional or yoga expert.","Inhale as you reach your arms up and out, feeling the expansion in your chest and shoulders. Exhale as you deepen the stretch, keeping your core engaged and your body grounded.","Hold the pose for 3-5 breaths, or 30 seconds to 1 minute, and repeat 2-3 times on each side.","For a more accessible version, use a block or a strap to support your arms as you stretch. Alternatively, you can practice with your back against a wall for added support and balance.","Step 1: Start in a standing position with your feet hip-width apart, facing forward. Step 2: Reach your arms up and out to the sides, keeping them parallel to the ground and your palms facing down. Step 3: As you inhale, stretch your arms further apart, feeling the expansion in your chest and shoulders. Step 4: Exhale and deepen the stretch, keeping your core engaged and your body grounded. Step 5: Gently release the pose, bringing your arms back to your sides and taking a few deep breaths to integrate the stretch."
