id,pose_name,sanskrit_name,category,difficulty_level,benefits,contraindications,breathing_pattern,duration_or_reps,modifications,instructions
76,Peacock Pose with a Twist,Mayurasana II,balancing,advanced,"Mayurasana II strengthens the arms, shoulders, and core, while improving balance and focus. It also stretches the chest and shoulders, and can help to relieve stress and anxiety. Regular practice can also improve overall physical and mental discipline.","Avoid this pose if you have any wrist, shoulder, or elbow injuries, or if you are experiencing any neck or back problems. Pregnant women and people with high blood pressure should also avoid this pose.","Inhale deeply as you lift your legs off the ground, and exhale slowly as you balance and engage your core. Continue to breathe smoothly and slowly while holding the pose.","Hold for 3-5 breaths, and repeat 2-3 times on each side.","Use a block or a strap to support your arms if you're new to the pose, or practice the pose with your legs lifted only a few inches off the ground. You can also practice the pose with your feet hip-width apart instead of crossed.","1. Start in a high plank position with your hands shoulder-width apart, and your feet hip-width apart. 2. Cross your legs behind your back, with your right ankle resting on your left thigh. 3. Engage your core and lift your legs off the ground, balancing on your arms and lifting your chest forward. 4. Twist your torso to the right, keeping your arms and legs straight, and gaze forward. 5. Hold the pose and focus on your breath, then slowly lower down and repeat on the other side."
77,Handstand with a Twist,Adho Mukha Vrksasana II,inversion,advanced,"Handstand with a Twist (Adho Mukha Vrksasana II) builds core strength, improves balance and flexibility, and enhances mental focus and confidence. It also strengthens the arms, shoulders, and upper back. Regular practice can help to improve overall physical and mental well-being.","Avoid this pose if you have any shoulder, neck, or spine injuries, or if you have high blood pressure or are pregnant. Consult with a healthcare professional or experienced yoga instructor before attempting this pose.","Inhale deeply before kicking up, exhale as you twist and settle into the pose, and maintain steady breathing while holding the pose.","Hold the pose for 3-5 breaths, or as long as you feel comfortable and controlled. Repeat 2-3 times on each side.","Use a wall for support, or practice with a shorter twist. You can also lift one leg up at a time, or use blocks or straps to help maintain balance.","1. Start in a high plank position with your hands shoulder-width apart and your fingers spread wide. Engage your core and lift your hips up and back, straightening your arms and legs. 2. As you feel stable, lift one leg up and twist your torso to the right, keeping your arms and legs straight. 3. Hold the pose and breathe deeply, feeling the stretch in your chest and shoulders. 4. Slowly lower back down to the starting position and repeat on the other side."
78,Forearm Stand with a Twist,Pincha Mayurasana II,inversion,advanced,"Forearm Stand with a Twist (Pincha Mayurasana II) strengthens the core, shoulders, and arms, while also improving balance, flexibility, and focus. This pose can also stimulate the thyroid gland and improve circulation. Mentally, it can help build confidence and reduce stress.","Avoid this pose if you have any neck or shoulder injuries, or if you have high blood pressure or glaucoma. Pregnant women should also avoid this pose, especially in the first trimester.","Inhale and exhale slowly and smoothly while in the pose, focusing on your breath to maintain balance and control. As you twist, exhale and lengthen your spine, then inhale and deepen the twist.","Hold the pose for 3-5 breaths, or up to 30 seconds, and repeat 2-3 times on each side.","For a modification, use a wall for support, with your forearms on the ground and your feet on the wall. You can also use a block or strap under your forearms for extra support. Alternatively, practice a gentle twist in a seated or standing forward bend instead of the full inversion.","1. Begin by kneeling on the ground with your forearms on the ground in front of you, shoulder-width apart. Engage your core and press your palms into the ground. 2. Lift your hips and straighten your legs, walking your feet back slightly to balance on your forearms. 3. As you feel stable, slowly lift your legs off the ground and balance on your forearms, keeping your core engaged and your spine long. 4. Twist your torso to one side, keeping your hips and legs aligned, and hold for the desired duration."
79,Eight-Limbed Pose with a Twist,Astavakrasana II,inversion,advanced,"Astavakrasana II strengthens the arms, shoulders, and core, while also expanding the chest and shoulders. This pose also improves balance, focus, and concentration. Regular practice can help to build confidence and reduce stress and anxiety.","Avoid Astavakrasana II if you have any wrist, shoulder, or neck injuries. Additionally, pregnant women and those with high blood pressure should also avoid this pose or modify it under the guidance of an experienced instructor.","Inhale as you lift your legs off the ground, exhale as you twist and lift your hips, inhale to stabilize, and exhale to release.","Hold for 3-5 breaths or up to 30 seconds, repeat on the other side.","Use a block or strap to support your legs or hip if you're struggling to lift. You can also practice Astavakrasana II with one leg lifted and the other leg bent, or with the support of a wall.","1. Start in a high plank position with your hands shoulder-width apart and your feet hip-width apart. 2. Bend your elbows slightly and shift your weight onto your arms, lifting your right leg off the ground and twisting your torso to the right. 3. As you lift your hips, keep your left leg straight and your right leg bent at a 90-degree angle. 4. Hold the pose and engage your core, feeling the stretch in your chest and shoulders. 5. Slowly lower back down to the starting position and repeat on the other side."
80,Seated Forward Fold with a Leg Lift,Paschimottanasana II,forward_fold,intermediate,"Seated Forward Fold with a Leg Lift (Paschimottanasana II) stretches the entire back side of the body, from the shoulders to the heels, and strengthens the muscles of the core and legs. It also improves flexibility, balance, and concentration. This pose can be calming and meditative, helping to reduce stress and anxiety.","Avoid this pose if you have a recent or chronic back injury, sciatica, or a knee injury. It's also not recommended for people with severe flexibility limitations or those who are pregnant.","Inhale: Lengthen the spine and lift the leg. Exhale: Fold forward, reaching for the toes or shins, and engage the core. Continue to breathe smoothly and slowly, feeling the stretch deepen with each exhalation.","Hold the pose for 3-5 breaths, or up to 30 seconds, and repeat on the other side.","For a more accessible version, you can use a strap or towel to deepen the stretch or support the lifted leg. You can also bend the knee of the lifted leg or use a block or pillow under the forehead for support. If you're new to leg lifts, start by lifting the leg just a few inches off the ground and gradually increase the height as you build strength and control.","1. Sit on the floor with your legs extended in front of you, then lift your right leg and balance on your left leg. 2. Inhale and lengthen your spine, engaging your core and lifting your chest. 3. Exhale and fold forward, reaching for your toes or shins, and deepen the stretch in your back and legs. 4. Hold the pose and focus on your breath, feeling the balance and control required to maintain the lift. 5. Repeat on the other side."
81,Standing Forward Fold with a Twist,Uttanasana II,forward_fold,intermediate,"Standing Forward Fold with a Twist (Uttanasana II) provides physical benefits by stretching the entire back side of the body, hips, and spine, while also toning the abdominal muscles. It can also help relieve stress and anxiety by promoting relaxation and improving circulation. Mentally, it encourages flexibility and openness, promoting a sense of calm and clarity.","Avoid this pose if you have severe back or neck injuries, or if you experience any discomfort in your joints or muscles. Also, pregnant women should modify the pose or avoid it altogether, especially in the later stages of pregnancy.","Inhale: Lengthen the spine and engage the core. Exhale: Fold forward, twisting to one side, and then repeat on the other side.","Hold the pose for 30 seconds to 1 minute on each side, breathing deeply and smoothly. Repeat 2-3 times on each side.","For a more accessible version, bend your knees or use a block or strap to support your hands. You can also practice with your feet hip-width apart instead of together, or keep your back knee slightly bent to reduce strain on the lower back.","1. Begin by standing with your feet hip-width apart, parallel to each other, and your arms by your sides. Engage your core and lengthen your spine. 2. Inhale and lengthen your torso, then exhale and fold forward, reaching for your toes or shins. As you fold, twist your torso to one side, keeping your hips facing forward. 3. Hold the pose, breathing deeply, and then slowly release and repeat on the other side. 4. To release, inhale and lengthen your spine, then exhale and slowly roll up to standing."
82,Reclined Forward Fold with a Twist,Supta Uttanasana II,twist,intermediate,"Reclined Forward Fold with a Twist (Supta Uttanasana II) stretches the entire back side of the body, from the shoulders to the heels, while also targeting the hips and spine. This pose can help to relieve tension in the neck and shoulders, improve flexibility, and calm the mind. Regular practice of this pose can also promote better posture and reduce stress.","Avoid this pose if you have a recent back injury, herniated disk, or are experiencing severe neck pain. Pregnant women should also approach this pose with caution and modify as needed.","Inhale deeply and lengthen the spine, exhale and fold forward, twisting to one side. Hold the breath for a moment at the bottom of the twist, then inhale to lengthen and exhale to release.","Hold for 3-5 breaths on each side, repeating for 2-3 sets.","Use a strap or towel to deepen the stretch if your hands don't reach your toes. Place a block or pillow under your forehead for support if your neck feels strained. For a more gentle version, bring one knee into the chest and twist to that side, rather than bringing both knees into the chest.","1. Lie on your back with your legs straight and arms at your sides. Inhale and lengthen the spine, feeling the crown of the head reach towards the ceiling. 2. Exhale and bring both knees into the chest, then let them fall to one side, keeping the spine long. 3. Reach your arms up towards the ceiling, then bring them down to the ground beside you, keeping the shoulders relaxed. 4. Allow your torso to twist, keeping the hips grounded, and hold for the desired number of breaths before releasing and repeating on the other side."
83,Starlight Stretch,Tara Akarshana,standing,intermediate,"The Starlight Stretch (Tara Akarshana) provides physical benefits by stretching the chest, shoulders, and spine, improving flexibility and posture. Mentally, it can help increase feelings of openness and expansiveness. Regular practice can also reduce stress and anxiety by promoting relaxation.","Avoid this pose if you have any recent or severe injuries to the shoulders, chest, or spine. People with high blood pressure should also practice with caution and consult a medical professional or yoga expert.","Inhale as you reach your arms up and out, feeling the expansion in your chest and shoulders. Exhale as you deepen the stretch, keeping your core engaged and your body grounded.","Hold the pose for 3-5 breaths, or 30 seconds to 1 minute, and repeat 2-3 times on each side.","For a more accessible version, use a block or a strap to support your arms as you stretch. Alternatively, you can practice with your back against a wall for added support and balance.","Step 1: Start in a standing position with your feet hip-width apart, facing forward. Step 2: Reach your arms up and out to the sides, keeping them parallel to the ground and your palms facing down. Step 3: As you inhale, stretch your arms further apart, feeling the expansion in your chest and shoulders. Step 4: Exhale and deepen the stretch, keeping your core engaged and your body grounded. Step 5: Gently release the pose, bringing your arms back to your sides and taking a few deep breaths to integrate the stretch."
84,Sky Dancer,Akasha Nritya,balancing,advanced,"The Sky Dancer pose (Akasha Nritya) offers numerous physical benefits, including strengthened ankles, improved balance, and increased flexibility in the hips and spine. Mentally, this pose can cultivate focus, confidence, and a sense of calm. Regular practice can also enhance overall mental clarity and reduce stress.","Avoid this pose if you have any recent ankle injuries, chronic balance issues, or are experiencing dizziness. Pregnant women should also modify or avoid this pose, especially in the later stages of pregnancy.","Inhale as you lift your back leg and arms, feeling the expansion in your chest. Exhale as you lengthen your spine and balance, maintaining control and focus.","Hold the pose for 3-5 breaths on each side, or as long as you can maintain balance and control. Repeat 2-3 times on each side.","For a more accessible variation, try practicing with a block or wall for support. You can also modify by keeping your back knee bent or using a strap to deepen the stretch in your chest.","1. Begin by standing on one leg, with the other foot resting against your inner thigh. Engage your core, lift your arms overhead, and gaze forward. 2. As you inhale, slowly lift your back leg off the ground, keeping it straight and your foot flexed. 3. Exhale and lengthen your spine, maintaining balance and control. 4. Continue to breathe and balance, feeling the expansion in your chest and the strength in your ankles."
85,Inner Spiral,Antaranga Bhrama,twist,beginner,"Inner Spiral (Antaranga Bhrama) offers physical benefits by gently stretching and mobilizing the spine, hips, and torso, improving flexibility and posture. Mentally, this pose can help calm the mind and reduce stress by encouraging deep breathing and relaxation. Regular practice may also enhance focus and concentration.","Avoid this pose if you have severe back injuries, herniated discs, or are experiencing acute lower back pain. Additionally, pregnant women should modify or avoid deep twisting poses.","Inhale deeply, lengthening the spine, and exhale slowly, gently twisting to the right. Inhale again, and exhale, slowly releasing the twist.",Hold the twist for 3-5 breaths on each side. Repeat 2-3 times on each side.,"For beginners or those with limited mobility, use a block or strap to support the twist. Alternatively, sit in a chair or use the wall for support. You can also modify the twist by keeping your knees slightly bent or your feet wider apart.","1. Sit comfortably with your legs crossed, feet flexed, and back straight. Engage your core and lengthen your spine. 2. Inhale deeply, and as you exhale, gently twist to the right, keeping your hips facing forward. Use your right hand to guide your left knee, but avoid forcing the twist. 3. Keep your shoulders relaxed and down, gazing forward or slightly to the right. 4. Hold the twist, breathing deeply, and when ready, slowly release on an inhale. Repeat on the other side."
86,Dragon's Breath,Rakshasa Pranayama,backbend,intermediate,"Dragon's Breath (Rakshasa Pranayama) strengthens the lungs and diaphragm, increases oxygenation of the body, and helps to calm the nervous system. It also opens the chest and shoulders, improving posture and reducing stress. Additionally, this backbend promotes flexibility in the spine and ribcage.","Avoid Dragon's Breath if you have high blood pressure, heart problems, or recent injuries to the neck, back, or shoulders. Pregnant women should also avoid this pose.","Inhale deeply through the nose, filling the lungs fully, and exhale through the mouth with a hissing sound, contracting the abdominal muscles. Repeat for several rounds.",Hold each exhalation for 2-3 seconds and repeat for 5-10 rounds.,"For a modified version, sit on the edge of a chair or use a block under the hands to reduce the depth of the backbend. You can also practice this breathing technique without the backbend, simply sitting upright with good posture.","1. Start in a tabletop position on your hands and knees. 2. As you inhale, lengthen the spine and look forward, keeping the neck long. 3. As you exhale, slowly arch the back, lifting the head and tailbone towards the ceiling, and make a hissing sound through the mouth. 4. Keep the arms straight and engage the core muscles to support the backbend. 5. Repeat for several rounds, focusing on the breath and the sensations in the body."
87,Rising Sun,Udaya Surya,standing,beginner,"The Rising Sun (Udaya Surya) pose helps to stretch and warm up the entire body, preparing it for more intense physical activities. It also improves balance, flexibility, and circulation. Additionally, it can help to boost energy and uplift the mood by stimulating the solar plexus chakra.","Avoid this pose if you have any knee injuries or issues with balance, as it requires standing on one leg. It is also recommended to practice this pose with caution during pregnancy or menstrual periods.","Inhale as you rise onto one leg and stretch your arms up, exhale as you lower back down to the starting position.","Hold for 3-5 breaths on each leg, repeat 2-3 times on each side.","For beginners or those with balance issues, use a block or wall for support. You can also practice the pose with both feet on the ground and simply stretch your arms up.","1. Start by standing with your feet hip-width apart, parallel to each other. 2. Shift your weight onto one leg and lift the other foot off the ground, keeping it straight. 3. As you inhale, stretch your arms up towards the ceiling, lengthening your spine and feeling the stretch in your entire body. 4. Exhale and slowly lower your arms back down, returning to the starting position."
88,River Flow,Nadi Pravaha,forward_fold,intermediate,"River Flow (Nadi Pravaha) is an intermediate forward fold that helps to stretch and lengthen the entire back side of the body, from the shoulders to the heels. It also can help to calm the nervous system and promote relaxation. Regular practice can also improve flexibility and range of motion in the hips and spine.","Avoid practicing River Flow if you have any neck or back injuries, or if you experience any discomfort or pain in the shoulders, hips, or knees. Pregnant women should also modify or avoid this pose, especially in the later stages of pregnancy.","Inhale, lengthen the spine and arms. Exhale, fold forward, keeping the arms and hands relaxed. Continue to breathe naturally, feeling the stretch in the back body.","Hold the pose for 3-5 breaths, or 30-60 seconds. Repeat 2-3 times, resting in a neutral position between repetitions.","For a more accessible version, try using a block or strap to support the hands and reduce the depth of the fold. You can also bend the knees slightly to reduce the stretch in the backs of the legs. For a deeper stretch, try lifting the arms off the ground and extending them out to the sides.","Start in a standing forward fold (Uttanasana) with the feet hip-width apart. Inhale, lengthen the spine and arms. Exhale, step the right foot back about a foot, keeping the left foot forward. Inhale, lengthen the spine again. Exhale, fold forward, reaching the arms out to the sides and keeping the hands and arms relaxed. Keep the back leg straight and the front knee slightly bent, feeling the stretch in the back body."
89,Cloud Gate,Megha Dvara,balancing,advanced,"Cloud Gate (Megha Dvara) improves balance, focus, and mental clarity by engaging the core and challenging the body's equilibrium. It also stretches the chest, shoulders, and hips, enhancing flexibility and posture. Regular practice can lead to increased confidence and overall well-being.","Avoid Cloud Gate if you have severe ankle or knee injuries, or if you experience dizziness or vertigo. Pregnant women should also approach with caution, as this pose requires balance and may put pressure on the joints.","Inhale as you lift your leg and arm, exhale as you balance and engage your core, inhale to lengthen and expand, exhale to stabilize and focus.","Hold Cloud Gate for 3-5 breaths on each side, repeat for 2-3 sets.","For a modified version, use a block or strap to support the lifted leg or arm, or practice against a wall for added stability. Beginners can also start with a lower lift or a wider stance to build confidence and balance.","1. Start in Mountain Pose (Tadasana) with your feet hip-width apart and engage your core. 2. Slowly lift your right leg off the ground, keeping it straight, and extend your left arm up towards the ceiling, gazing forward. 3. Balance on your left leg, engaging your core and lifting your chest, as you reach for the sky with your left arm. 4. Hold for 3-5 breaths, then slowly lower your leg and arm back down to Mountain Pose, and repeat on the other side."
90,Knot of Awareness,Bodhi Granthi,seated,beginner,"The Knot of Awareness (Bodhi Granthi) pose helps to stretch the shoulders, chest, and upper back, promoting flexibility and posture. It also stimulates the solar plexus chakra, enhancing self-awareness and personal growth. Regular practice can calm the mind and reduce stress.","Avoid practicing Bodhi Granthi if you have any recent shoulder or chest injuries, or if you experience discomfort or pain in the shoulders or upper back. Pregnant women should also consult with a healthcare professional before practicing this pose.","Inhale, lengthening the spine and expanding the chest. Exhale, deepening the twist and releasing any tension.","Hold the pose for 3-5 breaths on each side, repeating 2-3 times.","For a more accessible variation, you can place your hands on the knees instead of crossing them. You can also use a strap or towel to deepen the twist if your hands don't reach. For added support, sit on a block or cushion to elevate the hips.","1. Sit comfortably with your legs crossed and your back straight. 2. Cross your right hand over your left, and place your hands on your knees, just above the kneecap. 3. Twist your torso to the right, keeping your hips facing forward, and deepen the stretch with each exhalation. 4. Gaze forward, keeping your chin parallel to the ground, and maintain awareness of your breath and body. 5. Repeat on the other side."
91,Morning Dew,Pratoshaka Bindu,forward_fold,beginner,"Morning Dew (Pratoshaka Bindu) is a beginner-friendly forward fold that stretches the hamstrings, calves, and spine, promoting flexibility and relaxation. Regular practice can also calm the mind and reduce stress. Additionally, it can help improve posture and balance.","Avoid this pose if you have severe back pain, sciatica, or recent injuries to the knees or ankles. Pregnant women should also modify the pose or avoid it altogether, especially in the later stages of pregnancy.","Inhale: Lengthen the spine as you reach forward. Exhale: Fold forward, reaching for the toes or shins, and hold.","Hold the pose for 3-5 breaths, breathing deeply and smoothly. Repeat 2-3 times, resting in a seated or standing position between repetitions.","For a more accessible version, bend the knees slightly or place the hands on blocks or the ground for support. You can also use a strap or towel to deepen the stretch without straining the back or knees.","1. Start in a standing position with your feet hip-width apart, parallel to each other, and facing forward. 2. Inhale and lengthen the spine, engaging the core muscles to support the back. 3. Exhale and fold forward, reaching for the toes or shins with the fingertips. Keep the knees slightly bent if necessary, and hold the pose."
92,Wind Chime,Vayu Gandharva,standing,intermediate,"Wind Chime (Vayu Gandharva) strengthens the core and legs, while also stretching the hips and torso, promoting overall balance and flexibility. It can also help to improve focus and concentration, calming the mind and reducing stress. Additionally, it can aid in improving digestion and relieving symptoms of sciatica.","Avoid this pose if you have any serious knee injuries, hip replacements, or severe spinal issues. Pregnant women should also avoid this pose or modify it significantly.","Inhale as you lengthen your spine and prepare for the pose, exhale as you twist and fold, inhale as you rise and expand, exhale as you release and return to the starting position.","Hold for 3-5 breaths on each side, and repeat for 2-3 rounds.","For a easier variation, practice with a wider stance or reduce the depth of the twist. You can also use a block or strap to support your hands or deepen the stretch in the hips. If you have knee issues, consider practicing a seated or kneeling version of the pose.","1. Begin by standing with your feet hip-width apart, parallel to each other. Engage your core and lengthen your spine. 2. Take a large step to one side with your right foot (for the right side twist), keeping your back leg straight. Twist your torso to the right, bending your front knee slightly and extending your arms out to the sides. 3. As you exhale, fold forward and down, reaching for the ground or a block with your right hand, while extending your left arm up and over your head. 4. Inhale and rise back up to the starting position, then repeat on the other side."
93,Sea Shell,Samudra Shanka,seated,beginner,"The Sea Shell pose (Samudra Shanka) helps to stretch the chest and shoulders, improving posture and reducing stress. It also helps to calm the mind, promoting relaxation and focus. Regular practice can also help alleviate symptoms of anxiety and depression.","Avoid this pose if you have any neck or shoulder injuries, or if you experience any discomfort or pain in these areas while practicing. Pregnant women should also consult their doctor before practicing this pose.","Inhale as you reach your arms up, exhale as you fold forward, and inhale again as you lift your chest and gaze forward.","Hold the pose for 3-5 breaths, or repeat for 3-5 repetitions.","For a modified version, you can place a block or strap under your forehead or chest for support. You can also practice the pose with your knees slightly bent to reduce strain on your lower back.","1. Start by sitting on the floor with your legs crossed in front of you, with your back straight and your core engaged. 2. Reach your arms up towards the ceiling, stretching your fingertips and shoulders. 3. As you exhale, fold forward, reaching your arms and chest towards the ground, and tucking your chin towards your chest. 4. As you inhale, lift your chest and gaze forward, keeping your shoulders relaxed and your core engaged."
94,Blissful Embryo,Sukha Bhruna,restorative,beginner,"Blissful Embryo (Sukha Bhruna) is a restorative yoga pose that provides relaxation and rejuvenation for the entire body, calming the mind and soothing the nervous system. It can help alleviate stress and anxiety by releasing endorphins and promoting a sense of calm. This pose can also help to stretch the chest and shoulders, improving posture and reducing muscle tension.","Avoid this pose if you have any recent injuries or surgeries, particularly in the neck, shoulders, or back. Pregnant women should also modify the pose or consult with their healthcare provider before practicing.","Inhale deeply into the chest, feeling the diaphragm expand and the body relax. Exhale slowly, releasing any tension or stress, and settle deeper into the pose.","Hold the pose for 5-10 minutes, breathing deeply and slowly, allowing yourself to fully relax and unwind.","Use a bolster or pillow under the chest and shoulders for support, or place a block under the forehead for added relaxation. For a more gentle variation, practice the pose with the knees slightly bent and the feet flat on the floor.","1. Lie on your back with your knees bent and feet flat on the floor. 2. Bring your knees into your chest and wrap your arms around them, holding onto your shins or knees. 3. Release your head and shoulders to the floor, allowing your body to relax and your chest to open. 4. Close your eyes and focus on your breath, feeling the pose relax and rejuvenate your entire body."
95,Flame of Life,Jiva Jwala,standing,intermediate,"The Flame of Life (Jiva Jwala) pose strengthens the ankles and legs, while also improving balance and focus. It can also help alleviate stress and anxiety by promoting mental clarity. Regular practice can also improve overall posture and core stability.","Avoid this pose if you have any ankle or knee injuries, or if you experience dizziness or lightheadedness. Pregnant women should also modify or avoid this pose due to the risk of imbalance.","Inhale as you lift your arms and engage your core, exhale as you balance on one leg and gaze forward.","Hold for 3-5 breaths on each leg, repeat 2-3 times on each side.","For beginners, start with the modified version where you place your back leg on the ground instead of lifting it. You can also use a block or wall for support if needed. For a more challenging variation, try lifting your back leg higher or holding the pose for a longer duration.","Step 1: Stand on one leg, with the other foot resting on the inner thigh. Step 2: Engage your core and lift your arms overhead, keeping them parallel to each other. Step 3: Gaze forward and balance on one leg, keeping your spine long and your shoulders relaxed. Step 4: Hold the pose, focusing on your breath and maintaining balance."
96,Razor's Edge,Kshura Rekha,balancing,advanced,"Razor's Edge (Kshura Rekha) is an advanced balancing pose that strengthens the ankles, calves, and core muscles while improving overall balance and focus. It also enhances mental clarity and concentration by requiring the practitioner to be fully present in the moment. Regular practice of this pose can also improve posture by engaging the muscles that support the spine.","Avoid practicing Razor's Edge if you have any injuries or conditions that affect your ankles, calves, or knees. Additionally, individuals with chronic back pain or instability should approach this pose with caution and under the guidance of an experienced yoga instructor.","Inhale as you lift your arms and lengthen your spine, exhale as you engage your core and balance on one leg. Continue to breathe naturally and smoothly, avoiding holding your breath.","Hold the pose for 3-5 breaths on each leg, repeating for 2-3 sets on each side.","For a modified version, practice the pose with your back against a wall for support or use a block under your raised foot for balance. Another option is to practice the pose with a shorter lift, lifting your arms and leg only a few inches off the ground.","1. Start in a high lunge position with your right foot forward and your left foot extended behind you. Engage your core and lift your arms overhead, interlacing your fingers. 2. As you inhale, lift your arms and lengthen your spine, feeling a sense of expansion and openness. 3. Exhale and slowly lift your back leg off the ground, balancing on the ball of your front foot. 4. Engage your core and balance, keeping your arms and spine long, and hold for 3-5 breaths. 5. Exhale and slowly lower your back leg to the ground, repeating on the other side."
97,Moonlit Wave,Chandra Taranga,forward_fold,intermediate,"Moonlit Wave (Chandra Taranga) is an intermediate forward fold that stretches the entire back side of the body, from the shoulders to the heels, while also strengthening the arms and shoulders. This pose can help improve flexibility, balance, and overall posture. Regular practice can also calm the mind and promote a sense of inner peace.","Avoid practicing Moonlit Wave if you have any recent injuries to the shoulders, arms, or back, or if you experience any sharp pain or discomfort in these areas. Additionally, those with high blood pressure or severe dizziness should modify or avoid this pose.","Inhale: Lengthen the spine and engage the arms. Exhale: Fold forward, stretching the back side of the body and surrendering to the ground.","Hold the pose for 5-10 breaths, or 30-60 seconds, depending on your comfort level and the intensity of your practice.","For a more accessible version, use a block or strap to support the hands or arms. You can also bend the knees slightly to reduce the stretch in the hamstrings and calves. Alternatively, practice a seated forward fold with the legs extended in front of you.","1. Begin in a high lunge position with the right foot forward and the left foot back, with the back knee almost touching the ground. 2. Lengthen the spine, engage the arms, and stretch the chest forward. 3. Exhale and fold forward, stretching the back side of the body and reaching for the ground with the hands. 4. Keep the arms straight and the shoulders down, feeling the stretch in the shoulders, back, and legs. 5. Hold the pose, breathing deeply and feeling the wave-like movement of the body."
98,Goddess's Gaze,Devata Drishti,seated,beginner,"Goddess's Gaze (Devata Drishti) stretches the neck and improves posture, while its meditative aspect calms the mind and reduces stress. It also helps to focus the attention and balance the nervous system. Regular practice can lead to improved concentration and mental clarity.",Avoid this pose if you have severe neck injuries or recent neck surgery. People with severe eye strain or eye injuries should also avoid this pose.,"Inhale as you lengthen the spine, exhale as you gently tilt the head back and focus your gaze upwards, and hold the breath for a brief moment as you maintain the gaze.","Hold the pose for 3-5 breaths, repeat for 3-5 rounds, and rest for a few breaths between rounds.","For beginners or those with neck strain, use a block or a folded blanket under the hips for support. You can also place your hands on your knees or thighs for added stability. For a more intense stretch, you can interlace your fingers behind your back and gently pull your shoulders back.","1. Sit comfortably with your legs crossed and your back straight, engage your core, and feel grounded. 2. Close your eyes, take a deep breath in, and as you exhale, slowly tilt your head back, keeping your chin up, and gaze upwards towards the sky or a point on the ceiling. 3. Hold the gaze, keeping your neck long, and focus on your breath, feeling the calmness and serenity in your body and mind."
99,Victory's Crest,Jayanta Shikha,standing,intermediate,"Victory's Crest (Jayanta Shikha) strengthens the ankles and legs, while also stretching the chest and improving balance. It can help to build focus and confidence. Regular practice can also improve overall posture and reduce stress.","Avoid this pose if you have severe ankle or knee injuries, or if you experience any dizziness or lightheadedness. Pregnant women should also practice with caution and under the guidance of a qualified instructor.","Inhale and lengthen the spine, then exhale and bend to the right, placing the right hand on the outside of the right ankle. Inhale to come back to center, and exhale to bend to the left, placing the left hand on the outside of the left ankle.","Hold each side for 3-5 breaths, and repeat for 2-3 rounds.","For a more accessible version, try using a block or a strap to support the hand on the ankle. You can also practice with the back against a wall for additional support and balance.","1. Stand with your feet hip-width apart, then take a large step to the right with your right foot. 2. Turn your back foot slightly inward and bend your front knee, keeping your back leg straight. 3. Inhale and lengthen your spine, then exhale and bend to the right, placing your right hand on the outside of your right ankle. 4. Extend your left arm up towards the ceiling, keeping it parallel to your spine. 5. Gaze forward and maintain balance, then come back to center and repeat on the other side."
100,Hummingbird,Sarpa Pakshi,balancing,advanced,"The Hummingbird pose strengthens the core, arms, and legs while improving balance and focus. It also stretches the chest and shoulders, promoting flexibility and relaxation. Additionally, it can help calm the mind and reduce stress.","Avoid this pose if you have any shoulder or wrist injuries, or if you are experiencing dizziness or vertigo. Pregnant women should also avoid this pose due to the balance requirements.","Inhale as you lift your legs and arms, and exhale as you balance and engage your core.","Hold for 5-10 breaths, rest for 5 breaths, and repeat 2-3 times.",Use a block or a strap to support your arms if you're struggling to lift them. You can also modify the pose by lifting only one leg or using a wall for balance.,"1. Start in a high plank position with your hands shoulder-width apart and your feet hip-width apart. Engage your core and lift your right leg off the ground, keeping it straight. 2. As you lift your leg, also lift your left arm off the ground, keeping it straight and in line with your shoulder. 3. Balance on your right hand and left foot, with your left arm and right leg lifted. 4. Hold the pose, focusing on your breath and engaging your core. 5. Release the pose slowly, lowering your leg and arm back to the starting position."
101,Solar Flare,Surya Canda,backbend,intermediate,"Solar Flare (Surya Canda) strengthens the back muscles, opens up the chest and shoulders, and improves flexibility in the upper body. This pose can also help alleviate stress and anxiety by stimulating the solar plexus chakra. Regular practice of Solar Flare can also improve overall posture and reduce fatigue.","Individuals with severe back injuries, neck problems, or recent spinal surgery should avoid this pose. Additionally, those with high blood pressure or glaucoma should practice with caution and under the guidance of an experienced yoga instructor.","Inhale as you lengthen the spine and begin to arch the back, exhale as you deepen the backbend and engage the core muscles.","Hold the pose for 3-5 breaths, repeat 2-3 times.","For a gentler variation, place the hands on the thighs or knees instead of the ankles. You can also use a block or strap to support the backbend. Alternatively, practice a seated or reclined version of the pose by lying on your back with knees bent and feet flat on the ground.","1. Begin by standing with your feet hip-width apart and parallel to each other. Reach down and place your hands on your ankles, keeping the elbows slightly bent. 2. Inhale and lengthen the spine, feeling the chest expand and the shoulders relax. 3. Exhale and slowly begin to arch the back, keeping the hands on the ankles for support. 4. Continue to deepen the backbend, engaging the core muscles and maintaining a gentle stretch in the chest and shoulders. 5. Hold the pose for 3-5 breaths, feeling the opening and expansion in the upper body."
